Channel,ID,Prompt,Date
newbies 17,2.88E+17,visually stunning representation of New Delhi city turned upside down  giving a trippy twist to the familiar landmarks and streets  Use bold colors and surreal imagery to transport viewers to a surreal world where gravity is reversed and reality is turned on its head  Let your imagination run wild in this mind bending visual exploration of one of Indias most iconic cities   ,4/6/2023
newbies 17,1.06E+18,the volkswagen beetle cabrio convertible is in turquoise with pearls in the side panels  in the style of light pink and emerald  simplicity  monochromatic color palettes  kazuki takamatsu  anti clutter  minimalist designs  glazed surfaces  octane render  light green and dark brown  ,4/6/2023
newbies 17,1.09E+18,Philia_pretty_character_chocolate_easter_bell_gray_eyes_long_ey_ca96a6a5 e518 4c37 8865 847200d268c4 add a body  two arms  two legs  a fancy dress  transparent background  ,4/6/2023
newbies 17,8.03E+17,app icon of an atomated invoicing application,4/6/2023
newbies 17,3.41E+17,Nunu from the teletubbies eating screaming teddy graham realistic  horror  dark,4/6/2023
newbies 47,1.09E+18,the beacon tunbridge wells jpg as a hyper realistic watercolour painting,4/6/2023
newbies 47,1.09E+18,saudi lady beauty arabe educated conseravtive black eyes educated desert background camel horses wind fun hyper realistic 4k ,4/6/2023
newbies 47,1.07E+18,photorealistic photo of a piece of wake meat  very jucy with tomatos just coming out of the oven   black background   16 bit  ,4/6/2023
newbies 47,7.21E+17,EXTERNALURL  Same photo  but as if it had been taken with a 35mm analog camera  High detailing  hyper realistic  8k  ,4/6/2023
newbies 47,1.05E+18,Brand identification symbol  circle  big bar graph ascending as background  mysterious  anonymous  classy  gentleman  retro comic  synthwave  main color orange and white  ,4/6/2023
newbies 47,6.68E+17,A tall and strong  with tattoos  green hair  gnome as a cyborg holding a bunch of other gnome by their hair with heads cut off dripping green goo  Background as a burning down city after a war ,4/6/2023
newbies 47,1.09E+18,Aquarius symbol on sky  contrast light  piramid 4k,4/6/2023
newbies 47,1.09E+18,Design a cartoon page of a spaceship crashed on a planet far away in the style of Moebius   Giraud,4/6/2023
newbies 47,1.06E+18,glass of aperol spritz on sunny sand beach with sunbed  watercolor,4/6/2023
newbies 47,9.94E+17,a poster of a cat riding a bicycle in space in art nouveau style,4/6/2023
newbies 47,2.67E+17,Behold an awe inspiring scene where an ethereal  sacred whale  its celestial form adorned with intricate  luminescent designs  masterfully performs an unforgettable basketball dunk  The whales magnificent leap soars above an amazed human player  who is clad in a vibrant  skillfully crafted uniform that represents their unwavering dedication to the game  The basketball glistens with energy  as if infused with the spirit of competition  while the whale and human share a moment of mutual respect and admiration  Their extraordinary encounter unfolds amidst the hushed  snow laden embrace of a grand mountain range  illuminated by the captivating glow of the suns final golden rays as it sinks below the distant horizon  ,4/6/2023
newbies 47,9.55E+17,model of a house   In each room include at least pieces of furniture  decorations or other things that are commonly found in each room    ultra sharp image,4/6/2023
newbies 47,1.06E+18,afterlife payoff cartoon with stairway to heaven and hell gates  ,4/6/2023
newbies 47,1.09E+18,tattoo design on womany arm butterfly half realism half watercolor in background splatter  abstract ,4/6/2023
newbies 77,9.89E+17,suella braverman pulling up a ladder on top of the white cliffs of Dover,4/6/2023
newbies 77,1.04E+18,EXTERNALURL  photography from 1900s  ,4/6/2023
newbies 77,1.07E+18,EXTERNALURL  in the style of Edward Hopper  ,4/6/2023
newbies 77,1.09E+18,digital art  create an photo to depict the scene from the Bible the book of Mark chapter 15 verses through 15 Jesus Christ stands trial before Pilate in the year AD 33  surreal  ,4/6/2023
newbies 77,1.07E+18,EXTERNALURL  as a person  realistic,4/6/2023
newbies 77,7.82E+17, photo realistic cinema 4d poster of Ian Decaestecker dressed as a knight holding a shiny sword looking into camera  depth of field,4/6/2023
newbies 77,3.41E+17,EXTERNALURL  pop style Japanese oil painting  city skyline  palm trees  50s  flat simple shapes  pastel colors  deep blue skies  relaxed ocean side  urban feel  leisure,4/6/2023
newbies 77,4.20E+17,Saint seiya knight as real persons  ,4/6/2023
newbies 13,1.05E+18,Ultra realistic  detailed photography of a woman typing on her phone  wearing her headset  smiling with happy facial expression  standing by her black wooden kitchen island with white marble kitchen top with a hot glass cup of coffee on top if it in a very bright and well lit home with plenty of light coming in from the big glass windows  Daytime  daylight  natural light  realistic  shot on canon  50mm  f3   ,4/6/2023
newbies 13,1.06E+18,tiny joyful wool pastel colorfull Christmas Christmas Tree Forest from nordic knitted pom pom hats  ,4/6/2023
newbies 13,7.44E+17,The team faces a tough opponent in their first soccer match of the season,4/6/2023
newbies 13,8.70E+17,womens fifa world cup trophy 2023 concepts 4k,4/6/2023
newbies 13,7.92E+17,giant round black live oak tree covered in lots of speakers  a trippy sunny sky of shades of blue with big white puffy clouds  yellow grass with oak trees   ,4/6/2023
newbies 13,1.09E+18,portrait shy dreamy gentle little woman with red hair  with pimples on the face  emotional face  style illustration of Loe Lee  ,4/6/2023
newbies 13,1.09E+18,a disintegrating drawing of micheal b jordan boxing,4/6/2023
newbies 13,1.09E+18,EXTERNALURL  by Gustav Klimts painting masterpiece  strong design  composition by Gustav Klimts,4/6/2023
newbies 13,4.56E+17,man sitting in front of youtube  wondering  question marks ,4/6/2023
newbies 13,9.44E+17,healing river,4/6/2023
newbies 13,8.06E+17,a scool woman  with simle face  glossy BSDF  MATERIAL PROPERTIES  blender 3d,4/6/2023
newbies 13,7.60E+17,cute  flying cat  airplane  travel  adventure  8k  Hdr  ,4/6/2023
newbies 43,7.85E+17,EXTERNALURL  a Rembrandt style painting,4/6/2023
newbies 43,1.09E+18,Atmospheric scene from GTA set in the streets of Minnepolis 43  ,4/6/2023
newbies 43,7.16E+17,EXTERNALURL  Counter terrorist woman with weapon  full body detailed character design  pinkcore  synthwave  crazy details  close to realism  dynamic street fight in background  thick acrylic pixels  8K   ,4/6/2023
newbies 43,1.09E+18,Robert Lewandowski play tennis,4/6/2023
newbies 43,1.08E+18,cover art bacground fancy illustrated without people only background high resolution  ,4/6/2023
newbies 43,1.05E+18,A polaroid colored photo of the first hipster hi tech teotihuacan couple  452 BC  ,4/6/2023
newbies 43,1.09E+18,heaven and earth turned into a paradise  full of animals,4/6/2023
newbies 43,2.70E+17,Lucas  blond  handsome teenager with straight short hair in a city night portrait  ultra realistic unreal engine  hyermaximalist,4/6/2023
newbies 43,1.01E+18,Benjamin Netanyahu is a chaos creators standing in the middle of a biblical Gog and Magog war  looking straight at the camera   5  behind him an apocalyptic atomic war exploding  ,4/6/2023
newbies 43,1.07E+18,a cat from its behind looking towards a pond of ducks with a butterfly flying around  bushes of beautiful garden illustration for a children book  ,4/6/2023
newbies 43,1.09E+18,wide angle  small cat riding a small unicorn at large distance shot2 on a sunny day lots of snow on the ground a rainbow in the sky mountains trees1 lasers professional photography hyperrealistic,4/6/2023
newbies 43,1.09E+18,a colorful figurine of a dog on a black background  an airbrush painting by Okuda Genso  trending on zbrush central  psychedelic art  vibrant colors  colorful  adafruit,4/6/2023
newbies 43,1.09E+18,Photography of an Alien  clothing and scenery as in the circus  avant garde  theatrical  surrealism  ,4/6/2023
newbies 43,7.47E+17,mumbai slums street  futuristic  electric transformer  gritty  cinematic dark  unreal engine  crime  shootout  ,4/6/2023
newbies 43,1.09E+18,architectural section of a tower  a sustanable building with trees and plants  glass  people inside  natural light  high render quality 8k,4/6/2023
newbies 43,1.01E+18,great white shark swimming around that has punk rock tattoos,4/6/2023
newbies 73,1.09E+18,Modern luxury bedroom with ambient led lightning  realistic architecture designed by famous architect  intricate detail  Watermark  signature  blur  ultra realistic  0 5,4/6/2023
newbies 73,8.53E+17,a woman wearig a cocktail ddress and angel wings  white background  high contrast street art style with drippy paint  black   white Banksy graffiti art style  4k  ,4/6/2023
newbies 73,1.09E+18,WWII  German Wehrmacht SS skeleton soldiers  each carrying StG 44  walking zombie skeleton a dog  in foggy  dark  scary  marsh  American solider hides near old log in swamp  style of Jack Kirby,4/6/2023
newbies 73,8.24E+17,A hyperrealistic woman with some freckles on her face  white skin  and short black hair  cries while watching a butterfly in flight near a sunflower  Use a cinematic approach  with an IMAX aspect ratio  and colors such as pink  blue  purple  or other related colors  The womans tears should be visible ,4/6/2023
newbies 73,7.94E+17,An photo of someone interacting with the metaverse,4/6/2023
newbies 73,1.09E+18,create an photo with the theme golf and easter,4/6/2023
newbies 73,1.09E+18,EXTERNALURL  Style of Leonid Afremov Low   angle shot wallpaper style of Leonid Afremov Low   angle shot wallpaper  ,4/6/2023
newbies 26,1.06E+18,EXTERNALURL  this key with some rubies and opal inlaid on it and a human skull shape   white background  no shadows  indiana jones style  pixar style  8k  adventure game style  ,4/6/2023
newbies 26,5.91E+17,A floating yellow calculator   shiny details  plain white background  bright lighting  octane render  realistic  ,4/6/2023
newbies 26,7.81E+17,a music AI web with a head of a human and alot of electronic thing in his head  Make a searchbar in the middle of it,4/6/2023
newbies 26,9.28E+17,Knolling of a 45 year old man  wearing a green hoodie and back joggers ,4/6/2023
newbies 26,1.09E+18,The Golden Retriever puppy wandered into the magical forest  lost and alone ,4/6/2023
newbies 26,1.09E+18,A logo of a man that brings positive light  who inspires or motivates others to pursue their dreams but is wearing a hooded sweater,4/6/2023
newbies 26,1.04E+18,EXTERNALURL  EXTERNALURL sketch neon james turrell  ,4/6/2023
newbies 26,1.09E+18,rasta steaming cloud panda dreadlocks foggy breath Island sunset cartoon sticker,4/6/2023
newbies 26,1.07E+18,extremely attractive woman wearing thin silky night gown in the night library,4/6/2023
newbies 26,3.90E+17,babidi form dbz with a glock,4/6/2023
newbies 26,1.08E+18,monstrous Hell beast in the style of woodland goth  dark colors  cinematic  ,4/6/2023
newbies 26,1.09E+18,fantasy house,4/6/2023
newbies 26,3.87E+17,modern art business card,4/6/2023
newbies 56,1.08E+18,make a logo with the words BotÃ¡nico Live,4/6/2023
