Channel,ID,Prompt,Date,Tokenized Text,Adjectives Removed,Stemmed Tokens
newbies 33,1.09E+18,high quality magazine photography a young woman with very wide hips  a small waist  brunette wavy hair in a chaotic bun  wearing tight jeans and colorful top  She has carries a watering can and smiles into the camera  The picture is taken with a top quality DSLR camera  nice bokeh effects  summer vibes   ,4/5/2023,"['quality', 'magazine', 'photography', 'woman', 'hips', 'waist', 'brunette', 'hair', 'bun', 'wearing', 'jeans', 'top', 'carries', 'watering', 'smiles', 'camera', 'picture', 'taken', 'quality', 'dslr', 'camera', 'bokeh', 'effects', 'summer', 'vibes']","['quality', 'magazine', 'photography', 'woman', 'hips', 'brunette', 'hair', 'bun', 'wearing', 'jeans', 'carries', 'watering', 'smiles', 'camera', 'picture', 'taken', 'quality', 'dslr', 'camera', 'bokeh', 'effects', 'summer', 'vibes']","['qualiti', 'magazin', 'photographi', 'woman', 'hip', 'waist', 'brunett', 'hair', 'bun', 'wear', 'jean', 'top', 'carri', 'water', 'smile', 'camera', 'pictur', 'taken', 'qualiti', 'dslr', 'camera', 'bokeh', 'effect', 'summer', 'vibe']"
newbies 33,9.55E+17,High quality top image of the Society for the Study of Consciousness homepage  by Katsushika Hokusai  It should also be evocative of mind uploading and its machinery ,4/5/2023,"['quality', 'image', 'society', 'study', 'consciousness', 'homepage', 'katsushika', 'hokusai', 'also', 'mind', 'uploading', 'machinery']","['quality', 'image', 'society', 'study', 'consciousness', 'homepage', 'katsushika', 'hokusai', 'also', 'mind', 'machinery']","['qualiti', 'imag', 'societi', 'studi', 'conscious', 'homepag', 'katsushika', 'hokusai', 'also', 'mind', 'upload', 'machineri']"
newbies 33,7.03E+17,EXTERNALURL  young adult  light skin  short hair  brown eyes  tan background  professional  happy  successful  in the style of a Pixar Disney character,4/5/2023,"['externalurl', 'adult', 'skin', 'hair', 'eyes', 'tan', 'background', 'style', 'pixar', 'disney', 'character']","['externalurl', 'adult', 'skin', 'hair', 'eyes', 'tan', 'background', 'style', 'pixar', 'disney', 'character']","['externalurl', 'adult', 'skin', 'hair', 'eye', 'tan', 'background', 'style', 'pixar', 'disney', 'charact']"
newbies 63,9.00E+17,a clinical  scientific drawing of the main chakras of the body on a man sitting in lotus posture pinpointed by different colors  Simple  one dimensional  clear  4k  v5,4/5/2023,"['drawing', 'chakras', 'body', 'man', 'sitting', 'posture', 'pinpointed', 'colors', 'simple', 'one', '4k', 'v5']","['drawing', 'chakras', 'body', 'man', 'sitting', 'posture', 'pinpointed', 'colors', 'one', '4k', 'v5']","['draw', 'chakra', 'bodi', 'man', 'sit', 'postur', 'pinpoint', 'color', 'simpl', 'one', '4k', 'v5']"
newbies 63,7.31E+17,isometric  cabin in the woods  modern style  magical forest  ultra realistic  hyper detailed  ,4/5/2023,"['cabin', 'woods', 'style', 'forest', 'hyper', 'detailed']","['cabin', 'woods', 'style', 'hyper', 'detailed']","['cabin', 'wood', 'style', 'forest', 'hyper', 'detail']"
newbies 63,5.57E+17,a red car on top of a red trash can  in the style of neo geo  irony and humor  yellow and brown  deutscher werkbund  transfixing marine scenes  deconstructive  fantastic  ,4/5/2023,"['car', 'top', 'trash', 'style', 'geo', 'irony', 'humor', 'yellow', 'brown', 'deutscher', 'werkbund', 'transfixing', 'marine', 'scenes']","['car', 'trash', 'style', 'geo', 'irony', 'humor', 'brown', 'deutscher', 'werkbund', 'transfixing', 'marine', 'scenes']","['car', 'top', 'trash', 'style', 'geo', 'ironi', 'humor', 'yellow', 'brown', 'deutscher', 'werkbund', 'transfix', 'marin', 'scene']"
newbies 93,1.09E+18,a futurist breakdancer avatar robot in a streetwear  Savage  Fenty dramatic lighting at a nightclub  ,4/5/2023,"['breakdancer', 'avatar', 'robot', 'savage', 'fenty', 'lighting', 'nightclub']","['breakdancer', 'avatar', 'robot', 'savage', 'fenty', 'lighting', 'nightclub']","['breakdanc', 'avatar', 'robot', 'savag', 'fenti', 'light', 'nightclub']"
newbies 93,7.62E+17,Toy Story characters playing with humans  sharp  cinematic light  dramatic color  8k  super resolution  color grading,4/5/2023,"['toy', 'story', 'characters', 'playing', 'humans', 'light', 'color', '8k', 'resolution', 'color', 'grading']","['story', 'characters', 'playing', 'humans', 'color', '8k', 'resolution', 'color', 'grading']","['toy', 'stori', 'charact', 'play', 'human', 'light', 'color', '8k', 'resolut', 'color', 'grade']"
newbies 17,9.92E+17,surrealism art 8k   ,4/5/2023,"['surrealism', 'art', '8k']","['surrealism', 'art', '8k']","['surreal', 'art', '8k']"
newbies 47,8.15E+17,Highly detailed  photorealistic portrait of an elven girl  fifteen years old  with intricately braided golden hair  expressive  sad blue eyes  a sad  tight smile  a smooth  clear  round face  wearing a pastel dirndl holding a wooden staff with a jewel on top,4/5/2023,"['highly', 'portrait', 'girl', 'years', 'intricately', 'braided', 'hair', 'eyes', 'tight', 'smile', 'round', 'face', 'wearing', 'pastel', 'dirndl', 'holding', 'staff', 'jewel', 'top']","['highly', 'girl', 'years', 'intricately', 'braided', 'eyes', 'tight', 'round', 'face', 'wearing', 'pastel', 'dirndl', 'holding', 'staff', 'jewel', 'top']","['highli', 'portrait', 'girl', 'year', 'intric', 'braid', 'hair', 'eye', 'tight', 'smile', 'round', 'face', 'wear', 'pastel', 'dirndl', 'hold', 'staff', 'jewel', 'top']"
newbies 47,1.07E+18,a pen and ink sketch of EXTERNALURL ,4/5/2023,"['pen', 'ink', 'sketch', 'externalurl']","['ink', 'sketch', 'externalurl']","['pen', 'ink', 'sketch', 'externalurl']"
newbies 47,1.07E+18,Max and the giant humans find an uninhabited planet thats perfect for them  Together  they build a new society and live in peace and harmony  Max becomes a respected leader among the giant humans and dragons  and his legacy lives on long after his death  digital illustration style,4/5/2023,"['max', 'humans', 'find', 'planet', 'thats', 'perfect', 'together', 'build', 'society', 'live', 'peace', 'harmony', 'max', 'becomes', 'leader', 'among', 'humans', 'dragons', 'legacy', 'lives', 'long', 'death', 'illustration', 'style']","['max', 'humans', 'find', 'thats', 'perfect', 'together', 'society', 'peace', 'harmony', 'max', 'becomes', 'leader', 'among', 'humans', 'dragons', 'legacy', 'lives', 'long', 'death', 'illustration', 'style']","['max', 'human', 'find', 'planet', 'that', 'perfect', 'togeth', 'build', 'societi', 'live', 'peac', 'harmoni', 'max', 'becom', 'leader', 'among', 'human', 'dragon', 'legaci', 'live', 'long', 'death', 'illustr', 'style']"
newbies 47,1.00E+18,santa clause playing bass like Gene Simmons on stage during a wild rock and roll show  ,4/5/2023,"['santa', 'clause', 'playing', 'bass', 'like', 'gene', 'simmons', 'stage', 'rock', 'roll', 'show']","['santa', 'clause', 'playing', 'bass', 'like', 'gene', 'simmons', 'stage', 'rock', 'roll', 'show']","['santa', 'claus', 'play', 'bass', 'like', 'gene', 'simmon', 'stage', 'rock', 'roll', 'show']"
newbies 47,1.09E+18,Island map  top down view  large island  realistic  far away  simple  bright  Japanese view  Japanese style architecture  Japanese style building  garden  swimming pool  ginkgo tree+1   ,4/5/2023,"['island', 'map', 'top', 'view', 'island', 'far', 'away', 'view', 'style', 'style', 'building', 'garden', 'swimming', 'pool', 'ginkgo', 'tree+1']","['island', 'map', 'view', 'island', 'far', 'away', 'style', 'style', 'building', 'garden', 'swimming', 'pool', 'ginkgo', 'tree+1']","['island', 'map', 'top', 'view', 'island', 'far', 'away', 'view', 'style', 'style', 'build', 'garden', 'swim', 'pool', 'ginkgo', 'tree+1']"
newbies 47,7.97E+17,Wizard  Bard  Halfling entertaining a tavern  pixar,4/5/2023,"['wizard', 'bard', 'halfling', 'entertaining', 'pixar']","['wizard', 'bard', 'halfling', 'entertaining', 'pixar']","['wizard', 'bard', 'halfl', 'entertain', 'pixar']"
newbies 47,9.05E+17,moons & mountains flower moon sticker  in the style of dark beige and gray  punk rock aesthetic  ceramic tapestries  wollensak 127mm f 4 7 ektar  the aesthetic movement  nocturne  rounded  ,4/5/2023,"['moons', '&', 'mountains', 'flower', 'moon', 'sticker', 'style', 'beige', 'punk', 'rock', 'tapestries', 'wollensak', '127mm', '4', '7', 'ektar', 'movement', 'nocturne', 'rounded']","['moons', '&', 'mountains', 'flower', 'moon', 'sticker', 'style', 'punk', 'rock', 'tapestries', 'wollensak', '127mm', '4', '7', 'ektar', 'movement', 'nocturne', 'rounded']","['moon', '&', 'mountain', 'flower', 'moon', 'sticker', 'style', 'beig', 'punk', 'rock', 'tapestri', 'wollensak', '127mm', '4', '7', 'ektar', 'movement', 'nocturn', 'round']"
newbies 47,3.20E+17,surreal  adorable  beautiful kitten  playing with birthday cake  almond eyes  lace icing  ultra detailed  garden themed background  enchanted birthday  HD  5D  32k  upbeta  upscale   ,4/5/2023,"['surreal', 'kitten', 'playing', 'cake', 'eyes', 'lace', 'icing', 'detailed', 'garden', 'themed', 'background', 'birthday', 'hd', '5d', '32k']","['kitten', 'playing', 'cake', 'eyes', 'lace', 'icing', 'detailed', 'garden', 'themed', 'background', 'birthday', 'hd', '5d', '32k']","['surreal', 'kitten', 'play', 'cake', 'eye', 'lace', 'ice', 'detail', 'garden', 'theme', 'background', 'birthday', 'hd', '5d', '32k']"
newbies 47,9.43E+17,a taco with banana,4/5/2023,"['taco', 'banana']","['taco', 'banana']","['taco', 'banana']"
newbies 77,8.51E+17,guy walk transparent image in wordpress,4/5/2023,"['guy', 'walk', 'image', 'wordpress']","['guy', 'walk', 'image', 'wordpress']","['guy', 'walk', 'imag', 'wordpress']"
newbies 77,1.09E+18,Film set design  TV series set design  interior design  wide angle  three dimensional  isometric  hell theme  city of the dead  hellfire  judgment throne  bishops seat  buddhist beliefs  Stone Material  Inferno  Smoke  Skull  Devil  Thorn Tree  Trident  Boiling Lava  HDR  UHD  Version Five ,4/5/2023,"['film', 'set', 'design', 'tv', 'series', 'set', 'design', 'design', 'angle', 'three', 'isometric', 'hell', 'city', 'hellfire', 'judgment', 'throne', 'bishops', 'buddhist', 'beliefs', 'stone', 'material', 'inferno', 'smoke', 'skull', 'devil', 'thorn', 'tree', 'trident', 'boiling', 'lava', 'hdr', 'uhd', 'version', 'five']","['film', 'set', 'design', 'tv', 'series', 'set', 'design', 'design', 'angle', 'three', 'hell', 'city', 'hellfire', 'judgment', 'throne', 'bishops', 'buddhist', 'beliefs', 'stone', 'material', 'inferno', 'smoke', 'devil', 'thorn', 'trident', 'boiling', 'hdr', 'version', 'five']","['film', 'set', 'design', 'tv', 'seri', 'set', 'design', 'design', 'angl', 'three', 'isometr', 'hell', 'citi', 'hellfir', 'judgment', 'throne', 'bishop', 'buddhist', 'belief', 'stone', 'materi', 'inferno', 'smoke', 'skull', 'devil', 'thorn', 'tree', 'trident', 'boil', 'lava', 'hdr', 'uhd', 'version', 'five']"
newbies 13,1.09E+18,a blind cat playing tennis with a hedgehog,4/5/2023,"['cat', 'playing', 'tennis', 'hedgehog']","['cat', 'playing', 'tennis', 'hedgehog']","['cat', 'play', 'tenni', 'hedgehog']"
newbies 13,1.09E+18,Putin is flying on a giant sparrowhawk through the forest full details 8k  ,4/5/2023,"['putin', 'flying', 'sparrowhawk', 'details', '8k']","['putin', 'flying', 'sparrowhawk', 'details', '8k']","['putin', 'fli', 'sparrowhawk', 'detail', '8k']"
newbies 13,1.09E+18,an epic realistic mage drawing powers from surrounding elments such as water  wind  fire  lightning,4/5/2023,"['epic', 'mage', 'drawing', 'powers', 'surrounding', 'elments', 'water', 'wind', 'fire', 'lightning']","['epic', 'mage', 'drawing', 'powers', 'surrounding', 'elments', 'water', 'wind', 'fire', 'lightning']","['epic', 'mage', 'draw', 'power', 'surround', 'elment', 'water', 'wind', 'fire', 'lightn']"
newbies 13,1.06E+18,a logo of smiling face shape  a logo with gentle curves and a minimalist design  ,4/5/2023,"['logo', 'smiling', 'face', 'shape', 'logo', 'curves', 'minimalist', 'design']","['logo', 'smiling', 'face', 'shape', 'logo', 'curves', 'minimalist', 'design']","['logo', 'smile', 'face', 'shape', 'logo', 'curv', 'minimalist', 'design']"
newbies 13,8.58E+17,EXTERNALURL  combine with EXTERNALURL ook art style  ,4/5/2023,"['externalurl', 'combine', 'externalurl', 'ook', 'art', 'style']","['combine', 'externalurl', 'ook', 'art', 'style']","['externalurl', 'combin', 'externalurl', 'ook', 'art', 'style']"
newbies 13,6.95E+17,Portrait of caucasian young man smiling  in his thirties  a little fatty and muscled  with very short almost shaved brown hair and full but short brown beard with moustache  brown eyes  freckles  working with a macbook laptop wearing long sleeve black hoddie  rounded glasses  neat room office background  front view  super cute  kawaii  cartoon style  ,4/5/2023,"['portrait', 'man', 'smiling', 'thirties', 'almost', 'shaved', 'hair', 'beard', 'moustache', 'eyes', 'freckles', 'working', 'macbook', 'wearing', 'long', 'hoddie', 'rounded', 'glasses', 'room', 'office', 'background', 'front', 'view', 'super', 'cute', 'kawaii', 'cartoon', 'style']","['portrait', 'man', 'smiling', 'thirties', 'almost', 'shaved', 'beard', 'moustache', 'eyes', 'freckles', 'working', 'macbook', 'wearing', 'hoddie', 'rounded', 'glasses', 'room', 'office', 'background', 'front', 'view', 'super', 'cute', 'kawaii', 'cartoon', 'style']","['portrait', 'man', 'smile', 'thirti', 'almost', 'shave', 'hair', 'beard', 'moustach', 'eye', 'freckl', 'work', 'macbook', 'wear', 'long', 'hoddi', 'round', 'glass', 'room', 'offic', 'background', 'front', 'view', 'super', 'cute', 'kawaii', 'cartoon', 'style']"
newbies 13,6.83E+17,english blue bonnets photo quality  ,4/5/2023,"['bonnets', 'photo', 'quality']","['bonnets', 'photo', 'quality']","['bonnet', 'photo', 'qualiti']"
newbies 43,1.09E+18,mix Donald trump turkey,4/5/2023,"['mix', 'donald', 'trump', 'turkey']","['mix', 'donald', 'trump', 'turkey']","['mix', 'donald', 'trump', 'turkey']"
newbies 43,1.09E+18,tesla model 2 concept drawing on design table  cinematic  Canon EOS R3  8K  ultra detailed  beautiful  color grading  retouching  hyper quality  high on details,4/5/2023,"['tesla', 'model', '2', 'concept', 'drawing', 'design', 'canon', 'eos', 'r3', '8k', 'detailed', 'color', 'grading', 'retouching', 'quality', 'details']","['tesla', 'model', '2', 'concept', 'drawing', 'design', 'canon', 'eos', 'r3', '8k', 'color', 'grading', 'retouching', 'quality', 'details']","['tesla', 'model', '2', 'concept', 'draw', 'design', 'canon', 'eo', 'r3', '8k', 'detail', 'color', 'grade', 'retouch', 'qualiti', 'detail']"
newbies 43,1.09E+18,the Pacific oyster Magallana gigas and the Japanese seaweed Sargassum muticum explaining each other how did they end up in the wadden sea,4/5/2023,"['pacific', 'oyster', 'magallana', 'gigas', 'seaweed', 'sargassum', 'muticum', 'explaining', 'end', 'wadden', 'sea']","['oyster', 'magallana', 'gigas', 'seaweed', 'muticum', 'explaining', 'end', 'wadden', 'sea']","['pacif', 'oyster', 'magallana', 'giga', 'seawe', 'sargassum', 'muticum', 'explain', 'end', 'wadden', 'sea']"
newbies 43,5.96E+17,1990 screengrab of male model Magneto wearing a dark and twisted Balenciaga coat  standing in front offashion movie scene  Balenciaga commercial  ,4/5/2023,"['1990', 'screengrab', 'model', 'magneto', 'wearing', 'dark', 'balenciaga', 'coat', 'standing', 'offashion', 'movie', 'scene', 'balenciaga']","['1990', 'model', 'magneto', 'wearing', 'balenciaga', 'coat', 'standing', 'offashion', 'movie', 'scene', 'balenciaga']","['1990', 'screengrab', 'model', 'magneto', 'wear', 'dark', 'balenciaga', 'coat', 'stand', 'offashion', 'movi', 'scene', 'balenciaga']"
newbies 43,2.83E+17,Hyperrealistic human biohacker made of crystal glass  on a black subdued background  single light source 1973 storm thorgerson photography,4/5/2023,"['human', 'biohacker', 'made', 'glass', 'subdued', 'background', 'light', 'source', '1973', 'storm', 'thorgerson', 'photography']","['biohacker', 'made', 'glass', 'subdued', 'background', 'source', '1973', 'storm', 'thorgerson', 'photography']","['human', 'biohack', 'made', 'glass', 'subdu', 'background', 'light', 'sourc', '1973', 'storm', 'thorgerson', 'photographi']"
newbies 43,1.07E+18,Mr  T draped in African clothing gold chains hanging In African royal clothing reading a mathematics book sitting down at a royal table teaching to a young African girl in princess clothing  they are looking at each other  Wakanda background  heavenly atmosphere  throne background  volumetric  intricate details  cinematic lighting  particle fx  renderer photorealistic  photorealism  heavenly lighting  cinematic lighting  portrait photography  ,4/5/2023,"['mr', 'draped', 'african', 'clothing', 'gold', 'chains', 'hanging', 'african', 'royal', 'clothing', 'reading', 'mathematics', 'book', 'sitting', 'royal', 'table', 'teaching', 'african', 'girl', 'princess', 'clothing', 'looking', 'wakanda', 'background', 'heavenly', 'atmosphere', 'throne', 'background', 'intricate', 'details', 'lighting', 'particle', 'renderer', 'photorealism', 'heavenly', 'lighting', 'lighting', 'portrait', 'photography']","['mr', 'draped', 'clothing', 'gold', 'chains', 'hanging', 'royal', 'clothing', 'reading', 'mathematics', 'book', 'sitting', 'teaching', 'girl', 'princess', 'clothing', 'looking', 'wakanda', 'background', 'heavenly', 'atmosphere', 'throne', 'background', 'intricate', 'details', 'lighting', 'particle', 'renderer', 'photorealism', 'heavenly', 'lighting', 'lighting', 'portrait', 'photography']","['mr', 'drape', 'african', 'cloth', 'gold', 'chain', 'hang', 'african', 'royal', 'cloth', 'read', 'mathemat', 'book', 'sit', 'royal', 'tabl', 'teach', 'african', 'girl', 'princess', 'cloth', 'look', 'wakanda', 'background', 'heavenli', 'atmospher', 'throne', 'background', 'intric', 'detail', 'light', 'particl', 'render', 'photor', 'heavenli', 'light', 'light', 'portrait', 'photographi']"
